https://en.wikipedia.org/wiki/Little_Joy|Little Joy|Los Angeles|United States|               = Alternative rock, indie rock, indie pop, soft rock, samba, Música popular brasileira
https://en.wikipedia.org/wiki/Franz_Ferdinand_(band)|Franz Ferdinand|Glasgow|Scotland|           = <!-- All the genres are sourced in the article prose. -->hlist
https://en.wikipedia.org/wiki/Baroness_(band)|Baroness|Glasgow|ULL|Sludge metal<ref>{{cite web
https://en.wikipedia.org/wiki/Criolo|Criolo|São Paulo|Brazil|           	= Hip hop music
https://en.wikipedia.org/wiki/Khemmis_(band)|Khemmis|Denver|United States|           = Doom metal

https://en.wikipedia.org/wiki/Massacration|Massacration|Petrópolis|Brazil|            = Comedy rock
https://en.wikipedia.org/wiki/Mastodon_(band)|Mastodon |Atlanta|United States|              Progressive metal
https://en.wikipedia.org/wiki/Racionais_MC%27s|Racionais MC's|São Paulo|{{BRA}}|               = Gangsta Rap, political hip hop

https://en.wikipedia.org/wiki/Sabotage_(rapper)|Sabotage|NULL|Sabotage|        = Gangsta Rap, Hip Hop, Rap rock

https://en.wikipedia.org/wiki/Tool_(band)|Tool|Los Angeles|U.S.|Alternative metal
https://en.wikipedia.org/wiki/Unleash_the_Archers|Unleash The Archers|Vancouver|British Columbia|            = Power metal, melodic metal

https://en.wikipedia.org/wiki/Natiruts|Natiruts|Brasília|Brazil|               = Reggae, reggae fusion, Música popular brasileira
https://en.wikipedia.org/wiki/N.W.A|N.W.A|Los Angeles|U.S.|          West Coast hip hop
https://en.wikipedia.org/wiki/Engenheiros_do_Hawaii|Engenheiros do Hawaii|Porto Alegre|Brazil| = Alternative rock, art rock, new wave music
https://en.wikipedia.org/wiki/Ferdinando_Carulli||NULL||
https://en.wikipedia.org/wiki/Rush_(band)|Rush|NULL|ULL|      = Willowdale, Toronto, Ontario, Canada
 
https://en.wikipedia.org/wiki/U2|U2|NULL|U2|    = U2

https://en.wikipedia.org/wiki/Coldplay||NULL||
https://en.wikipedia.org/wiki/Bon_Jovi|Bon Jovi|Sayreville|U.S.|Hard rock
https://en.wikipedia.org/wiki/Shawn_Mendes|Shawn Mendes|Toronto|Canada|Pop music
https://en.wikipedia.org/wiki/Alan_Walker_(music_producer)|Alan Walker|Bergen|Norway|Electro house
https://en.wikipedia.org/wiki/Fort_Minor|Fort Minor|Los Angeles|United States|            Alternative hip hop
https://en.wikipedia.org/wiki/Charlie_Brown_Jr.|Charlie Brown Jr.|Santos|Brazil|              Punk rock
https://en.wikipedia.org/wiki/Backstreet_Boys|Backstreet Boys|Orlando|United States|Pop music
https://en.wikipedia.org/wiki/NSYNC|NSYNC|Orlando|United States|           Pop music
https://en.wikipedia.org/wiki/Mariah_Carey|box person|Orlando|ULL|              Contemporary R&B
https://en.wikipedia.org/wiki/Burzum|Burzum|Bergen|Norway|Black metal
https://en.wikipedia.org/wiki/X_Ambassadors|X Ambassadors|Bergen|ULL|Rock music
https://en.wikipedia.org/wiki/Two_Door_Cinema_Club|Two Door Cinema Club|Bergen|ULL|Indie rock<ref name="SputnikMusic. Two Door Cinema Club">{{cite web
https://en.wikipedia.org/wiki/The_Ting_Tings|The Ting Tings|Salford|England|          Indie pop<ref>cite web 
https://en.wikipedia.org/wiki/The_Civil_Wars|The Civil Wars|Nashville|United States|               = Americana (music)
https://en.wikipedia.org/wiki/Demi_Lovato|Demi Lovato|Albuquerque|U.S.|Pop music
https://en.wikipedia.org/wiki/Nando_Reis|Nando Reis|NULL|Nando Reis|               = Rock music
https://en.wikipedia.org/wiki/The_Killers|The Killers|Las Vegas Valley|Las Vegas|U.S.|Alternative rock
https://en.wikipedia.org/wiki/Amy_Winehouse|Amy Winehouse|Las Vegas Valley|Las Vegas|ULL|           = <!--Do not change. All genres are sourced in the intro.-->hlist
https://en.wikipedia.org/wiki/Janis_Joplin|Janis Joplin|Port Arthur|U.S.|             Psychedelic rock
https://en.wikipedia.org/wiki/Marcelo_D2|Marcelo D2|NULL|celo D2|Hip hop music
https://en.wikipedia.org/wiki/Vintage_Culture|Vintage Culture|Mundo Novo|Brazil|       House Music
https://en.wikipedia.org/wiki/Skank_(band)|Skank|Belo Horizonte|Brazil|            = Alternative rock, reggae rock,<ref>cite journal
https://en.wikipedia.org/wiki/Ana_Carolina|Ana Carolina|NULL||Música popular brasileira
https://en.wikipedia.org/wiki/Raul_Seixas|Raul Seixas|NULL||            = Brazilian rock, rock and roll, blues rock, psychedelic rock, acid rock, country rock, folk rock, rockabilly, Música popular brasileira
https://en.wikipedia.org/wiki/Pink_(singer)|Pink|Doylestown|U.S.|Pop music
https://en.wikipedia.org/wiki/Arctic_Monkeys|Arctic Monkeys|Sheffield|England| = <!-- Please restrain from adding or removing any genres. Template suggests to "preferably use 2-4" -->hlist
https://en.wikipedia.org/wiki/C%C3%A1ssia_Eller|Cassia Eller|Rio de Janeiro|Brazil|Rock Music
